Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cin/create/73,543,2,43,877.7246379650211,14.066969000850804,13145.963475999451,3.027624309392265,0.07538727317068754,0.0002776695144408381,43,66,340,770,2800,5700,8700,9900,13000,13000,13000
POST,/cin/create/74,537,3,44,995.3758197038999,10.044799000752391,13662.802251999892,3.0614525139664805,0.07455426462736503,0.0004165042716612571,44,110,640,1100,3200,6600,9200,12000,14000,14000,14000
POST,/cin/create/75,554,3,46,997.4389422490553,13.47195800008194,14175.241951001226,3.0216606498194944,0.07691445550011215,0.0004165042716612571,46,110,550,1100,3600,6200,9000,9900,14000,14000,14000
POST,/cin/create/76,542,4,45,1114.5742544944435,14.484822000667918,12656.434999998964,3.0166051660516606,0.07524843841346712,0.0005553390288816762,45,120,630,1700,4300,6700,9200,11000,13000,13000,13000
POST,/cin/create/77,538,2,44,1186.824187717487,12.312063001445495,12775.852568998744,3.0278810408921935,0.07469309938458545,0.0002776695144408381,44,91,630,1200,4900,8300,11000,12000,13000,13000,13000
POST,/cin/create/78,523,4,45,1204.4257906635032,11.129602999062627,39449.29439799853,3.0975143403441683,0.07261057802627915,0.0005553390288816762,45,150,770,1500,4200,6800,9600,12000,39000,39000,39000
POST,/cin/create/79,540,4,44,1060.706820400041,13.272263999169809,36699.25638700079,3.112962962962963,0.07497076889902628,0.0005553390288816762,44,73,610,1300,3800,6500,9100,10000,37000,37000,37000
POST,/cin/create/8,498,5,44,950.2694062228833,8.991962000436615,14151.559187999737,3.180722891566265,0.06913970909576868,0.0006941737861020952,44,61,450,840,3300,6100,10000,12000,14000,14000,14000
POST,/cin/create/80,558,4,45,1031.8269724211207,13.585722999778227,35979.6586930006,3.0913978494623655,0.07746979452899383,0.0005553390288816762,45,70,520,940,3800,6300,9300,12000,36000,36000,36000
POST,/cin/create/81,544,3,43,957.0701559779509,14.143954000246595,12214.400319999186,3.1176470588235294,0.07552610792790795,0.0004165042716612571,43,71,630,1100,3700,5500,8600,11000,12000,12000,12000
POST,/cin/create/82,547,2,45,916.6234823309042,10.252793001200189,12436.355086998446,3.0658135283363803,0.07594261219956921,0.0002776695144408381,45,77,550,1000,3100,5200,9200,11000,12000,12000,12000
POST,/cin/create/83,532,2,43,823.5154425638935,10.344690001147683,12661.558506999427,3.0676691729323307,0.07386009084126294,0.0002776695144408381,43,55,360,740,2800,5400,8600,11000,13000,13000,13000
POST,/cin/create/84,552,3,44,996.3105898876944,13.797740999507369,14233.743024999058,3.1159420289855073,0.07663678598567131,0.0004165042716612571,44,93,620,1100,3900,6000,8400,11000,14000,14000,14000
POST,/cin/create/85,554,2,46,1203.1657933465704,9.02596899868513,15466.454486999282,3.064981949458484,0.07691445550011215,0.0002776695144408381,46,160,710,1500,4600,6900,10000,12000,15000,15000,15000
POST,/cin/create/86,534,3,43,957.0513651254649,11.453102000814397,13176.387745001193,3.061797752808989,0.07413776035570377,0.0004165042716612571,43,63,360,750,3100,6900,10000,12000,13000,13000,13000
POST,/cin/create/87,535,3,44,953.1646593046803,10.805498000991065,14198.808580000332,3.100934579439252,0.07427659511292418,0.0004165042716612571,44,78,510,960,3400,6200,9200,11000,14000,14000,14000
POST,/cin/create/88,552,1,44,917.8050611340899,13.829768000505283,12716.853150999668,3.032608695652174,0.07663678598567131,0.00013883475722041905,45,66,400,940,3200,5900,8700,11000,13000,13000,13000
POST,/cin/create/89,537,1,44,1166.159481932967,15.673941999921226,13326.446881001175,2.994413407821229,0.07455426462736503,0.00013883475722041905,44,91,830,1800,4500,6500,9000,10000,13000,13000,13000
POST,/cin/create/9,596,2,43,928.5989620805395,9.999566000260529,12817.67480400049,3.0604026845637584,0.08274551530336975,0.0002776695144408381,43,72,520,1000,3100,5900,8800,12000,13000,13000,13000
POST,/cin/create/90,532,3,43,926.967658197373,1.570907999848714,12764.425508001295,3.06203007518797,0.07386009084126294,0.0004165042716612571,43,65,440,770,3800,6200,9000,9700,13000,13000,13000
POST,/cin/create/91,523,4,43,1115.9604201262061,9.381316998769762,14589.247452000563,3.1376673040152965,0.07261057802627915,0.0005553390288816762,43,60,440,910,4600,7500,10000,12000,15000,15000,15000
POST,/cin/create/92,515,1,44,1045.5525090155313,8.808425000097486,13335.240716998669,3.0349514563106794,0.0714998999685158,0.00013883475722041905,44,75,500,1100,3700,6500,9600,11000,13000,13000,13000
POST,/cin/create/93,544,3,43,863.1120648051748,10.495566999452421,13091.355552000095,3.079044117647059,0.07552610792790795,0.0004165042716612571,43,59,280,710,3000,5600,8400,11000,13000,13000,13000
POST,/cin/create/94,520,4,44,1007.1999137480514,13.723909998589079,12626.035830000546,3.1769230769230767,0.07219407375461791,0.0005553390288816762,45,82,560,1100,3800,6700,9600,11000,13000,13000,13000
POST,/cin/create/95,539,5,43,798.1183969777297,12.225179001688957,11012.161079999714,3.1280148423005567,0.07483193414180586,0.0006941737861020952,43,64,280,680,2800,5600,8300,9800,11000,11000,11000
POST,/cin/create/96,549,3,44,1187.6288086229474,14.522238001518417,15068.426748001002,3.060109289617486,0.07622028171401006,0.0004165042716612571,44,72,580,1200,5100,7400,11000,12000,15000,15000,15000
POST,/cin/create/97,513,4,43,848.5430089434973,10.975756000334513,15325.163294999584,3.0994152046783627,0.07122223045407497,0.0005553390288816762,43,66,370,710,2600,6000,9400,12000,15000,15000,15000
POST,/cin/create/98,521,3,43,1117.6689250518714,10.117837999132462,12806.260241999553,3.103646833013436,0.07233290851183832,0.0004165042716612571,43,63,330,790,5400,7600,9900,11000,13000,13000,13000
POST,/cin/create/99,536,5,47,1093.5975970224092,10.034699000243563,14750.196941000468,3.0690298507462686,0.0744154298701446,0.0006941737861020952,47,290,820,1200,4000,6700,9400,11000,15000,15000,15000
,Aggregated,239694,1231,44,1000.4673323956446,1.003327999569592,39851.92639700108,3.0635935818168165,33.27785829719112,0.17090558613833584,44,74,520,1000,3600,6400,9300,11000,14000,37000,40000
